country,year,gdp_deflator_index_weo,gdp_nominal_weo,gdp_real_growth,gdp_real_level_weo,ppp_gdp,gdp_deflator_inflation_weo,gdp_nominal_wb,gdp_real_wb,ppp_gdp_wb,gdp_deflator_inflation_wb,broad_money_current_lcu_wb,broad_money_gdp_wb,gross_savings_gdp_wb,lending_rate_wb,policy_rate_nominal,fx_real_change,household_debt_gdp,private_debt_gdp,m2_nominal_bcra,market_rate_proxy_bcra,natural_rate_hlw,natural_rate_lm,investment_total_nominal,investment_sensitive_nominal,m3_nominal_oecd,yield_10y_nominal_oecd,m2_nominal_bdl,m3_nominal_bdl,debt_gdp,tax_revenue_gdp,interest_paid_gdp,overall_balance_gdp,primary_balance_gdp,gdp_nominal,gdp_real,gdp_deflator_inflation,broad_money_gdp,private_savings_gdp,inflation_target,reserve_currency_flag,threshold_debt_gdp,debt_nominal,tax_revenue_nominal,interest_paid_nominal,m2_nominal,money_source,housing_credit_share,idec_source,avg_debt_nominal,effective_nominal_rate_raw,inflation_forward_12m,yield_source,yield_10y_nominal,policy_source,hlw_source,real_market_rate,m2_to_gdp_ratio,natural_rate_favar,natural_rate_hp,natural_rate_gdp_trend
Argentina,2004,100.0,164.911,8.911,485.115,546962000000.0,5.979355221602822,164657930452.787,399898899166.738,470358838992.398,18.3633542492033,137412015000.0,28.3256464652642,13.7828348747865,,2.123333333333333,-3.828729767769179,2.575,37.4,86013000000.0,3.1081349206349205,,,,,,,,,117.878,26.996,1.2520000000000002,3.967,5.219,164911000000.0,485115000000.0,5.979355221602822,28.3256464652642,13.7828348747865,2.0,0,80.0,194393788580.0,44519373560.0,2064685720.0,86013000000.0,bcra_m2,0.0688502673796791,bis_household_share_proxy,186331638400.0,1.108070394125832,10.318000000000003,bcra_badlar_proxy,3.1081349206349205,,,-8.194666666666672,0.5215722419971985,13.30471735972588,-6.867266664461269,0.3547999999999998
Argentina,2005,110.318,199.273,8.852,528.056,614047000000.0,10.318000000000003,198737095012.282,435296589745.339,528046724347.489,10.3175111982406,166974724000.0,28.6633102803828,13.7086097328953,,3.8541666666666665,-1.3567797062343123,2.875,30.875,107610319700.0,5.080039525691699,,,,,,,,,80.282,27.766,1.811,3.341,5.152,199273000000.0,528056000000.00006,10.318000000000003,28.6633102803828,13.7086097328953,2.0,0,80.0,159980349860.0,55330141179.99999,3608834030.0,107610319700.0,bcra_m2,0.0931174089068826,bis_household_share_proxy,177187069220.0,2.036736679423925,13.740278105114312,bcra_badlar_proxy,5.080039525691699,,,-9.886111438447646,0.5400145513943183,9.563346268806033,-9.14578453298902,2.283
Argentina,2006,125.476,232.892,8.047,570.549,683921000000.0,13.740278105114312,232557260817.308,470325565798.353,588133949216.688,13.7410524859152,200808370000.0,28.0496119297007,21.4172295393985,,5.583333333333333,-2.3320686484356368,3.475,27.725,127395424300.0,8.96109437751004,,,,,,,,,70.793,28.267,1.636,1.65,3.286,232892000000.0,570549000000.0,13.740278105114312,28.0496119297007,21.4172295393985,2.0,0,80.0,164871233560.0,65831581639.99999,3810113120.0,127395424300.0,bcra_m2,0.1253381424706943,bis_household_share_proxy,162425791710.0,2.345756224973613,14.939908827186075,bcra_badlar_proxy,8.96109437751004,,,-9.356575493852745,0.5470150297133435,0.2268465196217533,-10.865191914202237,4.7742
Argentina,2007,144.222,287.921,9.008,621.943,765725000000.0,14.939908827186075,287530508430.568,512690850741.56,658480356265.582,14.9399250245835,249937394000.0,27.8643164271472,22.2314441717013,,9.818333333333332,-2.59424819019739,4.35,25.775,149142732000.0,10.04757085020243,,,,,,,,,62.133,30.308,1.7929999999999997,0.757,2.55,287921000000.0,621943000000.0,14.939908827186075,27.8643164271472,22.2314441717013,2.0,0,80.0,178893954930.0,87263096680.0,5162423529.999999,149142732000.0,bcra_m2,0.1687681862269641,bis_household_share_proxy,171882594245.0,3.0034591650632896,23.17122214363965,bcra_badlar_proxy,10.04757085020243,,,-13.352888810306313,0.517998798281473,-8.662252859508571,-8.745175959476377,8.7546
Argentina,2008,177.64,363.545,4.057,647.176,812141000000.0,23.17122214363965,361558037110.419,533491913656.279,698398185512.872,23.1711649813124,270094095000.0,23.4936731580619,21.1268023980529,,11.851666666666668,-2.721417200039,4.775,23.4,182828254900.0,13.529869477911646,,,,,,,,,53.814,31.114,1.513,0.352,1.865,363545000000.0,647176000000.0,23.17122214363965,23.4936731580619,21.1268023980529,2.0,0,80.0,195638106300.0,113113391300.00002,5500435850.0,182828254900.0,bcra_m2,0.204059829059829,bis_household_share_proxy,187266030615.0,2.937230971327811,15.37773024093674,bcra_badlar_proxy,13.529869477911646,,,-3.526063574270072,0.5029040556189742,-8.863261196708688,-8.326357055196334,7.775
Argentina,2009,204.957,334.633,-5.919,608.873,768787000000.0,15.37773024093674,332976484577.619,501917060966.235,661115953562.315,15.3776493708921,316009865000.0,25.3227384656624,18.3213663046327,,12.815,-6.390822064784929,4.8,23.3,209396306600.0,12.383892276422763,,,,,,,,,55.397,32.694,1.342,-1.83,-0.488,334633000000.0,608873000000.0,15.37773024093674,25.3227384656624,18.3213663046327,2.0,0,80.0,185376643010.0,109404913020.0,4490774860.0,209396306600.0,bcra_m2,0.2060085836909871,bis_household_share_proxy,190507374655.0,2.357270876328323,20.91511878101262,bcra_badlar_proxy,12.383892276422763,,,-8.10011878101262,0.6257491239656578,-8.844351619577877,-8.609899251102364,4.809
Argentina,2010,247.824,424.729,10.125,670.524,856919000000.0,20.91511878101262,423627422092.49,552738161802.463,736904550750.838,20.915124272047,422751817000.0,25.4406025952303,17.3318557921569,10.5575,9.5,-3.4314053420032686,4.75,21.35,281716619400.0,10.133130081300813,,,,,,,,,43.454,31.965,0.855,-1.393,-0.538,424729000000.0,670524000000.0,20.91511878101262,25.4406025952303,17.3318557921569,2.0,0,80.0,184561739660.0,135764624850.0,3631432950.0,281716619400.0,bcra_m2,0.2224824355971897,bis_household_share_proxy,184969191335.0,1.963263678556645,23.7035153980244,bcra_badlar_proxy,10.133130081300813,,,-14.2035153980244,0.663285575979036,-9.707832411493229,-11.706165068174158,5.0636
Argentina,2011,306.567,527.644,6.004,710.782,927110000000.0,23.7035153980244,530158122010.442,585924294024.785,797263881242.037,23.7034721839593,531401310000.0,24.3871239938128,17.3332165460366,14.0875,9.5,-4.695906783848813,5.075,20.95,366125383600.0,13.346036585365852,,,,,,,,,38.935,32.156,1.159,-2.746,-1.587,527644000000.0,710782000000.0,23.7035153980244,24.3871239938128,17.3332165460366,2.0,0,80.0,205438191400.00003,169669204640.0,6115393960.0,366125383600.0,bcra_m2,0.2422434367541766,bis_household_share_proxy,194999965530.0,3.1361000210326546,22.314861025485456,bcra_badlar_proxy,13.346036585365852,,,-12.814861025485456,0.6938871352654441,-10.39948951781977,-13.822437319407554,4.654999999999999
Argentina,2012,374.977,579.666,-1.026,703.486,934679000000.0,22.314861025485456,545982375701.128,579910247223.428,819219854484.205,22.3148806733049,716870110000.0,27.1756452732208,16.2099451316674,14.0608333333333,9.5,3.3029496852603035,5.6,21.2,506496551400.0,13.84452479338843,,,,,,,,,40.436,33.803,1.3219999999999998,-3.018,-1.696,579666000000.0,703486000000.0,22.314861025485456,27.1756452732208,16.2099451316674,2.0,0,80.0,234393743760.0,195944497980.0,7663184519.999999,506496551400.0,bcra_m2,0.2641509433962264,bis_household_share_proxy,219915967580.0,3.4845966867832465,23.948935534712803,bcra_badlar_proxy,13.84452479338843,,,-14.448935534712804,0.8737730889857263,-10.61869886270107,-19.348908706089585,2.6482
Argentina,2013,464.78,611.471,2.405,720.407,973452000000.0,23.948935534712803,552025140252.246,593858966307.156,848625298160.51,23.9487984162746,910614093000.0,27.1962424074471,15.1944663729121,17.1491666666666,9.5,-8.189907916895356,5.9750000000000005,22.075,637006321800.0,16.985477178423235,,,,,,,,,43.496,34.349,0.6139999999999999,-3.254,-2.64,611471000000.0,720407000000.0,23.948935534712803,27.1962424074471,15.1944663729121,2.0,0,80.0,265965426160.0,210034173790.0,3754431939.999999,637006321800.0,bcra_m2,0.2706681766704417,bis_household_share_proxy,250179584960.0,1.5006947671610684,40.28292955807049,bcra_badlar_proxy,16.985477178423235,,,-30.78292955807049,1.0417604789106925,-16.070072059461154,-14.902052051763263,2.3178
Argentina,2014,652.007,563.614,-2.513,702.306,965522000000.0,40.28292955807049,526319673731.638,578937574935.696,838428063163.02,40.2829716315506,1182398044000.0,25.8217018451822,15.909027608976,24.0091666666666,27.105791666666665,-17.6365995973799,5.675,20.775,821059049000.0,22.535123966942148,,,,,,,,,44.697,34.601,0.7519999999999998,-4.252,-3.5,563614000000.0,702306000000.0,40.28292955807049,25.8217018451822,15.909027608976,2.0,0,80.0,251918549580.00003,195016080140.0,4238377279.999999,821059049000.0,bcra_m2,0.2731648616125151,bis_household_share_proxy,258941987870.0,1.6368057242720506,26.58008272917316,bcra_badlar_proxy,22.535123966942148,,,0.5257089374935049,1.4567754686718215,-14.34490651575993,-14.739208536268295,2.999
Argentina,2015,825.311,642.464,2.731,721.487,865155580188.784,26.58008272917316,594749285413.212,594749285413.212,865155580188.784,26.5799916024707,1648856767000.0,27.6908850429799,14.3058273001867,24.9158333333333,27.158975,15.81637717121589,5.95,20.075,1052636618800.0,21.53381147540984,,,,,,,,,52.563,35.366,1.5830000000000002,-6.001,-4.418,642464000000.0,721487000000.0,26.58008272917316,27.6908850429799,14.3058273001867,2.0,0,80.0,337698352320.0,227213818240.0,10170205120.0,1052636618800.0,bcra_m2,0.2963885429638854,bis_household_share_proxy,294808450950.0,3.449767158040149,41.1193799882279,bcra_badlar_proxy,21.53381147540984,,,-13.9604049882279,1.6384367354435423,-14.296284433800627,-2.9970806664363203,1.5201999999999998
Argentina,2016,,556.774,-2.08,706.478,989586000000.0,,557532320662.955,582376550428.09,882649216798.351,41.1193799882279,2334518369000.0,28.3723031009504,14.6222549674317,31.2325,30.44983333333333,-17.38066161031839,5.9,20.775,1372320517100.0,25.83932186234818,,,,,,,,,53.06,34.867,1.893000000000001,-6.655,-4.762,556774000000.0,706478000000.0,41.1193799882279,28.3723031009504,14.6222549674317,2.0,0,80.0,295424284400.00006,194130390580.0,10539731820.000004,1372320517100.0,bcra_m2,0.2839951865222623,bis_household_share_proxy,316561318360.0,3.329443999855348,26.0063792819079,bcra_badlar_proxy,25.83932186234818,,,4.443454051425434,2.464771194596012,-10.84462141841845,-8.377984409212967,-0.0966000000000001
Argentina,2017,,643.861,2.819,726.39,1035699067575.93,,643628393281.364,598790850843.677,1035699067575.93,26.0063792819079,3037661976000.0,28.4952801666658,13.0688485783361,26.5808333333333,26.416666666666668,6.024752507342135,6.35,22.275,1723906369400.0,20.639735772357724,,,,,,,,,57.028,34.428,2.465,-6.693,-4.228,643861000000.0,726390000000.0,26.0063792819079,28.4952801666658,13.0688485783361,2.0,0,80.0,367181051080.0,221668465080.0,15871173649.999998,1723906369400.0,bcra_m2,0.2850729517396184,bis_household_share_proxy,331302667740.0,4.790536025039011,42.0336689575031,bcra_badlar_proxy,20.639735772357724,,,-15.617002290836435,2.6774511414730817,-11.078234769643178,-4.982681321912955,0.6723999999999999
